940077 Account Disabled Acesso VPN (201 users) (Default) 
940319 Enabled Group 1 (299 users) (Default) 
940684 Enabled Acesso VPN (201 users) (Default) 
940706 Enabled Group 1 (299 users) (Default) 
940825 Enabled AnyConnect (104 users) (Default) 
940863 Account Disabled Acesso VPN (201 users) (Default) 
940868 Enabled AnyConnect (104 users) (Default) 
940869 Enabled Acesso VPN (201 users) (Default) 
941074 Enabled Acesso VPN (201 users) (Default) 
941089 Enabled Acesso VPN (201 users) (Default) 
941153 Enabled AnyConnect (104 users) (Default) 
941182 Enabled AnyConnect (104 users) (Default) 
941503 Enabled AnyConnect (104 users) (Default) 
941914 Enabled Acesso VPN (201 users) (Default) 
941953 Enabled AnyConnect (104 users) (Default) 
942088 Enabled Group 1 (299 users) (Default) 
942104 Enabled Group 1 (299 users) (Default) 
942247 Enabled Group 1 (299 users) (Default) 
942267 Enabled AnyConnect (104 users) (Default) 
942401 Enabled Group 1 (299 users) (Default) 
942451 Enabled Group 1 (299 users) (Default) 
942504 Enabled Acesso VPN (201 users) (Default) 
942508 Enabled Acesso VPN (201 users) (Default) 
942572 Enabled Acesso VPN (201 users) (Default) 
942621 Enabled Group 1 (299 users) (Default) 
942699 Enabled Group 1 (299 users) (Default) 
942771 Enabled Group 1 (299 users) (Default) 
942869 Enabled Acesso VPN (201 users) (Default) 
942870 Enabled Acesso VPN (201 users) (Default) 
942947 Enabled Group 1 (299 users) (Default) 
943005 Enabled Group 1 (299 users) (Default) 
943009 Enabled Group 1 (299 users) (Default) 
943125 Enabled Acesso VPN (201 users) (Default) 
943160 Enabled Group 1 (299 users) (Default) 
943209 Enabled Group 1 (299 users) (Default) 
943254 Enabled Group 1 (299 users) (Default) 
943269 Enabled Acesso VPN (201 users) (Default) 
943270 Enabled Acesso VPN (201 users) (Default) 
943429 Account Disabled Acesso VPN (201 users) (Default) 
943485 Enabled AnyConnect (104 users) (Default) 
943557 Enabled Acesso VPN (201 users) (Default) 
943592 Enabled Acesso VPN (201 users) (Default) 
943605 Enabled Group 1 (299 users) (Default) 
943665 Enabled Acesso VPN (201 users) (Default) 
943687 Enabled Acesso VPN (201 users) (Default) 
943690 Enabled Group 1 (299 users) (Default) 
943779 Enabled Acesso VPN (201 users) (Default) 
943797 Account Disabled Acesso VPN (201 users) (Default) 
943836 Enabled Group 1 (299 users) (Default) 
943857 Enabled Group 1 (299 users) (Default) 
943983 Enabled Group 1 (299 users) (Default) 
944053 Enabled Acesso VPN (201 users) (Default) 
944095 Enabled Group 1 (299 users) (Default) 
944149 Enabled AnyConnect (104 users) (Default) 
944191 Enabled Acesso VPN (201 users) (Default) 
944216 Enabled AnyConnect (104 users) (Default) 
944242 Enabled Acesso VPN (201 users) (Default) 
944248 Enabled Group 1 (299 users) (Default) 
944262 Enabled Acesso VPN (201 users) (Default) 
944356 Enabled Group 1 (299 users) (Default) 
944357 Enabled Group 1 (299 users) (Default) 
944431 Enabled Acesso VPN (201 users) (Default) 
944438 Enabled AnyConnect (104 users) (Default) 
944597 Enabled Acesso VPN (201 users) (Default) 
944730 Enabled Acesso VPN (201 users) (Default) 
944731 Enabled AnyConnect (104 users) (Default) 
944765 Enabled Acesso VPN (201 users) (Default) 
944780 Enabled Acesso VPN (201 users) (Default) 
944784 Enabled Group 1 (299 users) (Default) 
944791 Enabled Acesso VPN (201 users) (Default) 
944865 Enabled Acesso VPN (201 users) (Default) 
944866 Enabled Acesso VPN (201 users) (Default) 
944867 Enabled Group 1 (299 users) (Default) 
944883 Enabled Group 1 (299 users) (Default) 
944953 Enabled AnyConnect (104 users) (Default) 
944957 Enabled Acesso VPN (201 users) (Default) 
944958 Enabled Acesso VPN (201 users) (Default) 
944970 Enabled Acesso VPN (201 users) (Default) 
945042 Enabled Group 1 (299 users) (Default) 
945082 Enabled Group 1 (299 users) (Default) 
945106 Enabled Group 1 (299 users) (Default) 
945126 Enabled AnyConnect (104 users) (Default) 
945144 Enabled Acesso VPN (201 users) (Default) 
945204 Enabled Acesso VPN (201 users) (Default) 
945275 Enabled AnyConnect (104 users) (Default) 
945402 Account Disabled Acesso VPN (201 users) (Default) 
945416 Enabled Group 1 (299 users) (Default) 
945417 Enabled Acesso VPN (201 users) (Default) 
945429 Enabled AnyConnect (104 users) (Default) 
945490 Enabled Acesso VPN (201 users) (Default) 
945495 Enabled Group 1 (299 users) (Default) 
945496 Enabled Group 1 (299 users) (Default) 
945504 Enabled AnyConnect (104 users) (Default) 
945506 Enabled Group 1 (299 users) (Default) 
945543 Enabled AnyConnect (104 users) (Default) 
945570 Account Disabled Acesso VPN (201 users) (Default) 
945571 Enabled Acesso VPN (201 users) (Default) 
945594 Enabled Group 1 (299 users) (Default) 
945647 Enabled Group 1 (299 users) (Default) 
945657 Enabled Group 1 (299 users) (Default) 
945662 Enabled Acesso VPN (201 users) (Default) 
945731 Enabled Acesso VPN (201 users) (Default) 
945860 Account Disabled Group 1 (299 users) (Default) 
945873 Enabled Group 1 (299 users) (Default) 
945897 Account Disabled Group 1 (299 users) (Default) 
945898 Enabled Group 1 (299 users) (Default) 
945938 Enabled AnyConnect (104 users) (Default) 
945993 Account Disabled Group 1 (299 users) (Default) 
946003 Enabled Acesso VPN (201 users) (Default) 
946010 Enabled Acesso VPN (201 users) (Default) 
946011 Enabled Acesso VPN (201 users) (Default) 
946045 Enabled Acesso VPN (201 users) (Default) 
946191 Enabled Group 1 (299 users) (Default) 
946324 Enabled Group 1 (299 users) (Default) 
946329 Enabled Group 1 (299 users) (Default) 
946393 Enabled Acesso VPN (201 users) (Default) 
946425 Enabled AnyConnect (104 users) (Default) 
946429 Enabled Group 1 (299 users) (Default) 
946434 Enabled Acesso VPN (201 users) (Default) 
946467 Account Disabled Acesso VPN (201 users) (Default) 
946469 Enabled Acesso VPN (201 users) (Default) 
946486 Enabled Acesso VPN (201 users) (Default) 
946489 Enabled Acesso VPN (201 users) (Default) 
946507 Enabled AnyConnect (104 users) (Default) 
946509 Enabled Group 1 (299 users) (Default) 
946513 Account Disabled Acesso VPN (201 users) (Default) 
946514 Enabled Acesso VPN (201 users) (Default) 
946515 Enabled Acesso VPN (201 users) (Default) 
946519 Enabled Group 1 (299 users) (Default) 
946545 Account Disabled AnyConnect (104 users) (Default) 
946559 Account Disabled Acesso VPN (201 users) (Default) 
946571 Enabled Acesso VPN (201 users) (Default) 
946573 Enabled AnyConnect (104 users) (Default) 
946587 Enabled AnyConnect (104 users) (Default) 
946625 Enabled Group 1 (299 users) (Default) 
946672 Enabled AnyConnect (104 users) (Default) 
946730 Enabled Acesso VPN (201 users) (Default) 
946769 Account Disabled Acesso VPN (201 users) (Default) 
946791 Enabled Group 1 (299 users) (Default) 
946793 Enabled Acesso VPN (201 users) (Default) 
946794 Enabled Group 1 (299 users) (Default) 
946825 Enabled Group 1 (299 users) (Default) 
946862 Enabled Acesso VPN (201 users) (Default) 
946866 Enabled Group 1 (299 users) (Default) 
946922 Enabled Acesso VPN (201 users) (Default) 
946960 Enabled Acesso VPN (201 users) (Default) 
946961 Enabled AnyConnect (104 users) (Default) 
946962 Enabled Group 1 (299 users) (Default) 
946985 Enabled Group 1 (299 users) (Default) 
947000 Enabled AnyConnect (104 users) (Default) 
947006 Account Disabled Group 1 (299 users) (Default) 
947073 Enabled AnyConnect (104 users) (Default) 
947106 Enabled Group 1 (299 users) (Default) 
947115 Enabled AnyConnect (104 users) (Default) 
947132 Enabled Group 1 (299 users) (Default) 
947156 Enabled Group 1 (299 users) (Default) 
947167 Enabled Group 1 (299 users) (Default) 
947171 Enabled Group 1 (299 users) (Default) 
947186 Enabled Acesso VPN (201 users) (Default) 
947187 Enabled Group 1 (299 users) (Default) 
947188 Enabled Group 1 (299 users) (Default) 
947196 Enabled AnyConnect (104 users) (Default) 
947226 Enabled Group 1 (299 users) (Default) 
947229 Enabled Group 1 (299 users) (Default) 
947239 Enabled Group 1 (299 users) (Default) 
947240 Enabled Acesso VPN (201 users) (Default) 
947248 Enabled Acesso VPN (201 users) (Default) 
947267 Enabled Group 1 (299 users) (Default) 
947272 Enabled Group 1 (299 users) (Default) 
947316 Enabled Group 1 (299 users) (Default) 
947337 Enabled Acesso VPN (201 users) (Default) 
947342 Enabled Group 1 (299 users) (Default) 
947346 Enabled Acesso VPN (201 users) (Default) 
947358 Enabled Group 1 (299 users) (Default) 
947362 Enabled AnyConnect (104 users) (Default) 
947449 Account Disabled Acesso VPN (201 users) (Default) 
947493 Enabled Group 1 (299 users) (Default) 
947578 Enabled Group 1 (299 users) (Default) 
947602 Enabled Acesso VPN (201 users) (Default) 
947617 Enabled Group 1 (299 users) (Default) 
947660 Enabled Group 1 (299 users) (Default) 
947670 Enabled Acesso VPN (201 users) (Default) 
947681 Enabled Group 1 (299 users) (Default) 
947686 Enabled Group 1 (299 users) (Default) 
947728 Enabled Group 1 (299 users) (Default) 
947753 Enabled Group 1 (299 users) (Default) 
947755 Enabled Acesso VPN (201 users) (Default) 
947769 Enabled Group 1 (299 users) (Default) 
947787 Enabled AnyConnect (104 users) (Default) 
947794 Enabled Group 1 (299 users) (Default) 
947812 Enabled Group 1 (299 users) (Default) 
947868 Enabled AnyConnect (104 users) (Default) 
947871 Account Disabled Group 1 (299 users) (Default) 
947872 Enabled AnyConnect (104 users) (Default) 
947873 Enabled AnyConnect (104 users) (Default) 
947889 Enabled Group 1 (299 users) (Default) 
947925 Enabled Group 1 (299 users) (Default) 
948012 Enabled AnyConnect (104 users) (Default) 
948022 Account Disabled Acesso VPN (201 users) (Default) 
948025 Enabled Acesso VPN (201 users) (Default) 
948030 Enabled Group 1 (299 users) (Default) 
948039 Enabled Group 1 (299 users) (Default) 
948068 Enabled Group 1 (299 users) (Default) 
948100 Enabled Group 1 (299 users) (Default) 
948125 Enabled AnyConnect (104 users) (Default) 
948131 Enabled Acesso VPN (201 users) (Default) 
948193 Enabled Acesso VPN (201 users) (Default) 
948222 Enabled AnyConnect (104 users) (Default) 
948223 Enabled AnyConnect (104 users) (Default) 
948230 Enabled Acesso VPN (201 users) (Default) 
948362 Enabled AnyConnect (104 users) (Default) 
948377 Enabled Group 1 (299 users) (Default) 
948626 Enabled Group 1 (299 users) (Default) 
948712 Enabled Group 1 (299 users) (Default) 
948714 Enabled AnyConnect (104 users) (Default) 
948715 Enabled AnyConnect (104 users) (Default) 
948722 Enabled AnyConnect (104 users) (Default) 
948726 Enabled AnyConnect (104 users) (Default) 
948727 Account Disabled AnyConnect (104 users) (Default) 
948728 Account Disabled AnyConnect (104 users) (Default) 
948730 Enabled AnyConnect (104 users) (Default) 
948731 Enabled AnyConnect (104 users) (Default) 
948757 Enabled AnyConnect (104 users) (Default) 
948770 Enabled AnyConnect (104 users) (Default) 
948777 Enabled AnyConnect (104 users) (Default) 
948852 Account Disabled Group 1 (299 users) (Default) 
948904 Enabled AnyConnect (104 users) (Default) 
948943 Enabled AnyConnect (104 users) (Default) 
948944 Enabled AnyConnect (104 users) (Default) 
948956 Enabled AnyConnect (104 users) (Default) 
948966 Enabled AnyConnect (104 users) (Default) 
948967 Enabled AnyConnect (104 users) (Default) 
948968 Enabled Group 1 (299 users) (Default) 
948979 Enabled AnyConnect (104 users) (Default) 
949035 Enabled AnyConnect (104 users) (Default) 
949036 Enabled AnyConnect (104 users) (Default) 
949037 Enabled AnyConnect (104 users) (Default) 
949063 Enabled Group 1 (299 users) (Default) 
949090 Enabled Group 1 (299 users) (Default) 
949123 Enabled Group 1 (299 users) (Default) 
949146 Enabled Group 1 (299 users) (Default) 
949150 Enabled Telecom (21 users) (Default) 
949151 Enabled Acesso VPN (201 users) (Default) 
949162 Enabled Group 1 (299 users) (Default) 
949194 Enabled Acesso VPN (201 users) (Default) 
949195 Enabled AnyConnect (104 users) (Default) 
949196 Enabled AnyConnect (104 users) (Default) 
949241 Enabled Group 1 (299 users) (Default) 
949246 Enabled Group 1 (299 users) (Default) 
949413 Enabled AnyConnect (104 users) (Default) 
949441 Enabled Group 1 (299 users) (Default) 
949503 Enabled Group 1 (299 users) (Default) 
949504 Enabled Group 1 (299 users) (Default) 
949505 Enabled Group 1 (299 users) (Default) 
949511 Enabled Group 1 (299 users) (Default) 
949551 Enabled Group 1 (299 users) (Default) 
949573 Enabled Group 1 (299 users) (Default) 
949601 Enabled Group 1 (299 users) (Default) 
949737 Enabled AnyConnect (104 users) (Default)
949780 Enabled Group 1 (299 users) (Default) 
949781 Enabled Group 1 (299 users) (Default) 
949783 Enabled Group 1 (299 users) (Default) 
949784 Enabled Group 1 (299 users) (Default) 
949785 Enabled Group 1 (299 users) (Default) 
949786 Enabled Group 1 (299 users) (Default) 
949804 Enabled Group 1 (299 users) (Default) 
949825 Enabled Group 1 (299 users) (Default) 
949838 Enabled AnyConnect (104 users) (Default) 
949841 Enabled Group 1 (299 users) (Default) 
949862 Enabled AnyConnect (104 users) (Default) 
949873 Enabled AnyConnect (104 users) (Default) 
949890 Enabled Group 1 (299 users) (Default) 
949915 Enabled Group 1 (299 users) (Default) 
949929 Enabled Group 1 (299 users) (Default) 
949976 Enabled Group 1 (299 users) (Default) 
971019 Enabled Group 1 (299 users) (Default) 
971020 Enabled Group 1 (299 users) (Default) 
971023 Enabled Group 1 (299 users) (Default) 
971024 Enabled Group 1 (299 users) (Default) 
971026 Enabled Group 1 (299 users) (Default) 
971028 Account Disabled Group 1 (299 users) (Default) 
971030 Enabled Group 1 (299 users) (Default) 
971033 Enabled Group 1 (299 users) (Default) 
971037 Enabled Group 1 (299 users) (Default) 
971038 Enabled Group 1 (299 users) (Default) 
971039 Enabled AnyConnect (104 users) (Default) 
971041 Enabled Group 1 (299 users) (Default) 
971046 Enabled Group 1 (299 users) (Default) 
971051 Enabled Group 1 (299 users) (Default) 
971052 Enabled AnyConnect (104 users) (Default) 
971053 Account Disabled AnyConnect (104 users) (Default) 
971054 Enabled AnyConnect (104 users) (Default) 
971055 Enabled AnyConnect (104 users) (Default) 
971056 Enabled AnyConnect (104 users) (Default) 
971058 Enabled AnyConnect (104 users) (Default) 
971060 Enabled Group 1 (299 users) (Default) 
971061 Enabled AnyConnect (104 users) (Default) 
971062 Enabled AnyConnect (104 users) (Default) 
971063 Enabled Group 1 (299 users) (Default) 
971064 Enabled Group 1 (299 users) (Default) 
971066 Enabled Group 1 (299 users) (Default) 
971067 Enabled Group 1 (299 users) (Default) 
971068 Enabled Group 1 (299 users) (Default) 
97977 Enabled AnyConnect (104 users) (Default) 
994095 Enabled Acesso VPN (201 users) (Default) 
aborges Account Disabled Acesso VPN (201 users) (Default) 
abrown Enabled Group 1 (299 users) (Default) 
adevillart Enabled Acesso VPN (201 users) (Default) 
adm$cv Enabled Telecom (21 users) (Default) 
aespindola Enabled Acesso VPN (201 users) (Default) 
afonseca Enabled Acesso VPN (201 users) (Default) 
ahermogeneo Enabled Acesso VPN (201 users) (Default) 
amalaquias Enabled AnyConnect (104 users) (Default) 
ananth Enabled Acesso VPN (201 users) (Default) 
apinheiro Enabled Acesso VPN (201 users) (Default) 
apstavares Enabled Acesso VPN (201 users) (Default) 
asantiago Enabled Group 1 (299 users) (Default) 
bgomes Enabled Group 1 (299 users) (Default) 
bsanfins Account Disabled Acesso VPN (201 users) (Default) 
bsmachado Enabled Acesso VPN (201 users) (Default) 
ccarvalho Enabled Acesso VPN (201 users) (Default) 
ccmoura Enabled Acesso VPN (201 users) (Default) 
clvieira Enabled Group 1 (299 users) (Default) 
cmaciel Enabled Group 1 (299 users) (Default) 
corpadm_apinheiro Enabled Telecom (21 users) (Default) 
csbarroso Enabled Acesso VPN (201 users) (Default) 
cssouza Enabled Group 1 (299 users) (Default) 
CVM599 Enabled Group 1 (299 users) (Default) 
CVM610 Enabled Group 1 (299 users) (Default) 
CVM611 Enabled Group 1 (299 users) (Default) 
CVM612 Enabled Group 1 (299 users) (Default) 
CVM613 Enabled Group 1 (299 users) (Default) 
CVM614 Enabled Group 1 (299 users) (Default) 
CVM615 Enabled Group 1 (299 users) (Default) 
CVM616 Enabled Group 1 (299 users) (Default) 
dalves Enabled Acesso VPN (201 users) (Default) 
dfrancisco Enabled Acesso VPN (201 users) (Default) 
diferreira Enabled Acesso VPN (201 users) (Default) 
drebelo Enabled Acesso VPN (201 users) (Default) 
drezende Account Disabled Acesso VPN (201 users) (Default) 
ecrespo Enabled Acesso VPN (201 users) (Default) 
ecsouza Enabled Group 1 (299 users) (Default) 
efaustino Enabled Acesso VPN (201 users) (Default) 
erangel Enabled Acesso VPN (201 users) (Default) 
esantos Enabled Acesso VPN (201 users) (Default) 
fasantos Enabled Acesso VPN (201 users) (Default) 
fbrasil Enabled Acesso VPN (201 users) (Default) 
fcarvalho Enabled Acesso VPN (201 users) (Default) 
fefilho Enabled Acesso VPN (201 users) (Default) 
fernsilva Enabled Group 1 (299 users) (Default) 
fgil Enabled Acesso VPN (201 users) (Default) 
flsantos Enabled Acesso VPN (201 users) (Default) 
fmotta Account Disabled Acesso VPN (201 users) (Default) 
fribeiro Account Disabled Acesso VPN (201 users) (Default) 
fsarapiao Enabled Acesso VPN (201 users) (Default) 
gateway01 Enabled Group 1 (299 users) (Default) 
gateway02 Enabled Group 1 (299 users) (Default) 
gateway03 Enabled Group 1 (299 users) (Default) 
gateway04 Enabled Group 1 (299 users) (Default) 
gateway05 Enabled Group 1 (299 users) (Default) 
gateway06 Enabled Group 1 (299 users) (Default) 
gchagas Enabled Acesso VPN (201 users) (Default) 
gisousa Enabled Acesso VPN (201 users) (Default) 
ivferreira Enabled Acesso VPN (201 users) (Default) 
jalves Enabled Acesso VPN (201 users) (Default) 
jamsilva Enabled AnyConnect (104 users) (Default) 
jarouche Enabled Acesso VPN (201 users) (Default) 
jcardoso Enabled Acesso VPN (201 users) (Default) 
jesouza Enabled Acesso VPN (201 users) (Default) 
jnogueira Enabled Acesso VPN (201 users) (Default) 
jocanario Enabled Acesso VPN (201 users) (Default) 
jopereira Enabled Acesso VPN (201 users) (Default) 
laaraujo Enabled Acesso VPN (201 users) (Default) 
lanrj Enabled Group 1 (299 users) (Default) 
lasousa Enabled Acesso VPN (201 users) (Default) 
lconceicao Enabled Group 1 (299 users) (Default) 
ldias Enabled Acesso VPN (201 users) (Default) 
lemota Enabled Group 1 (299 users) (Default) 
lramos Enabled Acesso VPN (201 users) (Default) 
lumarques Account Disabled Acesso VPN (201 users) (Default) 
lvalente Enabled AnyConnect (104 users) (Default) 
marisilva Enabled Group 1 (299 users) (Default) 
mbarbosa Enabled Acesso VPN (201 users) (Default) 
mcastro Enabled Acesso VPN (201 users) (Default) 
mrabat Account Disabled Acesso VPN (201 users) (Default) 
NOC1 Enabled Telecom (21 users) (Default) 
paaraujo Enabled Acesso VPN (201 users) (Default) 
pcoliveira Enabled AnyConnect (104 users) (Default) 
pferreira Enabled Acesso VPN (201 users) (Default) 
primeuser Enabled Telecom (21 users) (Default) 
psilva Enabled Group 1 (299 users) (Default) 
q204_002 Enabled Group 1 (299 users) (Default) 
q205_001 Enabled Group 1 (299 users) (Default) 
q217_002 Enabled Group 1 (299 users) (Default) 
q217_004 Enabled Group 1 (299 users) (Default) 
q217_005 Enabled Group 1 (299 users) (Default) 
q225_007 Enabled Group 1 (299 users) (Default) 
q227_001 Enabled Group 1 (299 users) (Default) 
q230_006 Enabled Group 1 (299 users) (Default) 
q240_012 Enabled Group 1 (299 users) (Default) 
q241_007 Enabled Group 1 (299 users) (Default) 
q244_001 Enabled Group 1 (299 users) (Default) 
q245_007 Enabled Group 1 (299 users) (Default) 
q247_006 Enabled Group 1 (299 users) (Default) 
q248_005 Enabled Group 1 (299 users) (Default) 
q249_003 Enabled Group 1 (299 users) (Default) 
q254_001 Enabled AnyConnect (104 users) (Default) 
q254_008 Enabled Group 1 (299 users) (Default) 
q254_009 Enabled Group 1 (299 users) (Default) 
q255_012 Enabled Group 1 (299 users) (Default) 
q258_008 Enabled Group 1 (299 users) (Default) 
q259_006 Enabled Group 1 (299 users) (Default) 
q260_006 Enabled Group 1 (299 users) (Default) 
q261_006 Enabled Group 1 (299 users) (Default) 
q262_005 Enabled Group 1 (299 users) (Default) 
q265_007 Enabled Group 1 (299 users) (Default) 
q266_005 Enabled Group 1 (299 users) (Default) 
q266_006 Enabled Group 1 (299 users) (Default) 
q266_007 Enabled Group 1 (299 users) (Default) 
q266_008 Enabled Group 1 (299 users) (Default) 
q273_001 Enabled Group 1 (299 users) (Default) 
q274_006 Enabled Group 1 (299 users) (Default) 
q276_001 Enabled Group 1 (299 users) (Default) 
q279_001 Enabled Group 1 (299 users) (Default) 
q284_008 Enabled Group 1 (299 users) (Default) 
q287_001 Enabled Group 1 (299 users) (Default) 
q288_001 Enabled Group 1 (299 users) (Default) 
q289_005 Enabled Group 1 (299 users) (Default) 
q289_006 Enabled Group 1 (299 users) (Default) 
q305_005 Enabled Group 1 (299 users) (Default) 
q306_006 Enabled Group 1 (299 users) (Default) 
q309_001 Enabled Group 1 (299 users) (Default) 
q312_001 Enabled Group 1 (299 users) (Default) 
q316_007 Enabled Group 1 (299 users) (Default) 
q319_001 Enabled Group 1 (299 users) (Default) 
q320_005 Enabled AnyConnect (104 users) (Default) 
q322_005 Enabled Group 1 (299 users) (Default) 
q323_004 Enabled Group 1 (299 users) (Default) 
q327_001 Enabled Group 1 (299 users) (Default) 
q329_001 Enabled Group 1 (299 users) (Default) 
q330_005 Enabled Group 1 (299 users) (Default) 
q331_002 Enabled Group 1 (299 users) (Default) 
q332_004 Enabled Group 1 (299 users) (Default) 
q333_004 Enabled Group 1 (299 users) (Default) 
q335_006 Enabled Group 1 (299 users) (Default) 
q336_005 Enabled Group 1 (299 users) (Default) 
q337_007 Enabled Group 1 (299 users) (Default) 
q338_001 Enabled Group 1 (299 users) (Default) 
q341_003 Enabled Group 1 (299 users) (Default) 
q343_008 Enabled Group 1 (299 users) (Default) 
q346_006 Enabled Group 1 (299 users) (Default) 
q346_007 Enabled Group 1 (299 users) (Default) 
q347_001 Enabled Group 1 (299 users) (Default) 
q347_002 Enabled Group 1 (299 users) (Default) 
q347_003 Enabled Group 1 (299 users) (Default) 
q348_002 Enabled Group 1 (299 users) (Default) 
q350_006 Enabled Group 1 (299 users) (Default) 
q354_001 Enabled Group 1 (299 users) (Default) 
q355_006 Enabled Group 1 (299 users) (Default) 
q356_004 Enabled Telecom (21 users) (Default) 
q359_007 Enabled Group 1 (299 users) (Default) 
q361_005 Enabled Group 1 (299 users) (Default) 
q365_007 Enabled Group 1 (299 users) (Default) 
q366_001 Enabled Group 1 (299 users) (Default) 
q373_001 Enabled Group 1 (299 users) (Default) 
q374_006 Enabled Group 1 (299 users) (Default) 
q374_007 Enabled Group 1 (299 users) (Default) 
q376_001 Enabled Group 1 (299 users) (Default) 
q377_003 Enabled Group 1 (299 users) (Default) 
q377_007 Enabled Group 1 (299 users) (Default) 
q382_001 Enabled Group 1 (299 users) (Default) 
q383_002 Enabled Group 1 (299 users) (Default) 
q388_006 Enabled Group 1 (299 users) (Default) 
q389_001 Enabled AnyConnect (104 users) (Default) 
q391_005 Enabled Group 1 (299 users) (Default) 
q396_005 Enabled Group 1 (299 users) (Default) 
q397_004 Enabled Group 1 (299 users) (Default) 
q398_001 Enabled Group 1 (299 users) (Default) 
q398_003 Enabled Group 1 (299 users) (Default) 
q398_005 Enabled Group 1 (299 users) (Default) 
q401_004 Enabled Group 1 (299 users) (Default) 
q402_003 Enabled Group 1 (299 users) (Default) 
q402_004 Enabled Group 1 (299 users) (Default) 
q403_001 Enabled Group 1 (299 users) (Default) 
q404_001 Enabled Group 1 (299 users) (Default) 
q404_003 Enabled Group 1 (299 users) (Default) 
Q407_006 Enabled Group 1 (299 users) (Default) 
q421_005 Enabled Group 1 (299 users) (Default) 
q422_004 Enabled Group 1 (299 users) (Default) 
q423_003 Enabled Group 1 (299 users) (Default) 
rabarros Enabled Acesso VPN (201 users) (Default) 
rafsilva Enabled AnyConnect (104 users) (Default) 
raraujo Enabled Acesso VPN (201 users) (Default) 
rcardoso Account Disabled Telecom (21 users) (Default) 
rcferreira Enabled Acesso VPN (201 users) (Default) 
rcsilva Enabled Acesso VPN (201 users) (Default) 
rfalleiro Enabled Group 1 (299 users) (Default) 
rferreira Enabled Acesso VPN (201 users) (Default) 
roalmeida Enabled Acesso VPN (201 users) (Default) 
robsilva Enabled Acesso VPN (201 users) (Default) 
rpalumbo Account Disabled Acesso VPN (201 users) (Default) 
rseidel Enabled Acesso VPN (201 users) (Default) 
sasouza Enabled Acesso VPN (201 users) (Default) 
snascimento Account Disabled Acesso VPN (201 users) (Default) 
tinascimento Enabled Acesso VPN (201 users) (Default) 
TMORAIS Enabled AnyConnect (104 users) (Default) 
tr0094 Enabled Group 1 (299 users) (Default) 
tr0235 Account Disabled Acesso VPN (201 users) (Default) 
tr0266 Enabled Acesso VPN (201 users) (Default) 
